2014-12-30,21:39:45,0,Sage,1419993587800,INTRODUCE,INTRODUCE
2014-12-30,21:40:15,0,Sage,1419993615974,CONDITION_A_NOTES,CONDITION_A_NOTES
2014-12-30,21:40:37,0,Sage,1419993637997,thr,WIZARD
